factor,period,quantile,N_days,ann_ret,ann_vol,sharpe,max_dd,win_rate
TSMOM_60d,ALL,Q5,1510,-0.04612547025450908,0.1993936067686288,-0.3316328508528329,-0.6607535975997745,0.5039735099337749
TSMOM_60d,ALL,LS,1510,-0.2961662744497232,0.22806536167930108,-1.3862967708981038,-0.9183437319079311,0.47019867549668876
TSMOM_60d,IS,Q1,910,0.39021517371611014,0.18701344093906186,1.9796179988835367,-0.20252530379641132,0.5483516483516484
TSMOM_60d,IS,Q2,910,0.21755425843667164,0.12330013664498421,1.6022225425871663,-0.2206730913863476,0.5439560439560439
TSMOM_60d,IS,Q3,910,0.12049870285512765,0.12818237362603566,0.7840290362255777,-0.21261514863653785,0.5307692307692308
TSMOM_60d,IS,Q4,910,0.10392466548864765,0.1434108785547637,0.5852043187686051,-0.23207281988511508,0.521978021978022
TSMOM_60d,IS,Q5,910,-0.02921396321731007,0.19305573984595575,-0.2549210049728601,-0.5001127855247404,0.5054945054945055
TSMOM_60d,IS,LS,910,-0.3020426702813367,0.22143793377527404,-1.4543247617554147,-0.7898760264446968,0.46593406593406594
TSMOM_60d,OOS,Q1,600,0.3024519781786441,0.15971935802665918,1.768426705869299,-0.15077224355680507,0.52
TSMOM_60d,OOS,Q2,600,-0.004915331677648349,0.10172444871109124,-0.24492963091312164,-0.172989303538591,0.49833333333333335
TSMOM_60d,OOS,Q3,600,-0.00545555030652678,0.09248189264140864,-0.2752490198835863,-0.1659545816024809,0.49333333333333335
TSMOM_60d,OOS,Q4,600,-0.05843543780538141,0.10397850295392706,-0.7543428264218827,-0.24952378349198812,0.48
TSMOM_60d,OOS,Q5,600,-0.07121629532328788,0.20879138898330346,-0.43687766898558367,-0.4279844887927291,0.5016666666666667
TSMOM_60d,OOS,LS,600,-0.2871595758731196,0.23795027366684246,-1.2908561572119814,-0.6444894521367384,0.4766666666666667
MA_Dev_20d,ALL,Q1,1551,0.33443958447829214,0.1837373909799048,1.7113532678423746,-0.25810170483249517,0.5519019987105094
MA_Dev_20d,ALL,Q2,1551,0.07071209679585921,0.1258584030809713,0.4029297651522995,-0.23634193302955941,0.5299806576402321
MA_Dev_20d,ALL,Q3,1551,0.02607484466032095,0.1145883966440441,0.053014483475074425,-0.3691195894668907,0.5112830431979368
